{'text': 'wait what you guys are crazy you guys', 'start': 0.0, 'duration': 5.12}
{'text': "okay this guy's initial tweet was really", 'start': 374.319, 'duration': 4.32}
{'text': 'stupid i retweeted it this morning i', 'start': 376.88, 'duration': 3.68}
{'text': 'think i made fun of it it was dumb as', 'start': 378.639, 'duration': 4.161}
{'text': '[\xa0__\xa0] okay absolutely you guys need to', 'start': 380.56, 'duration': 4.0}
{'text': 'stop doing this thing though where when', 'start': 382.8, 'duration': 3.6}
{'text': 'somebody says or does something bad', 'start': 384.56, 'duration': 3.199}
{'text': 'every single thing about them becomes', 'start': 386.4, 'duration': 3.12}
{'text': '[\xa0__\xa0] horrible okay you should still', 'start': 387.759, 'duration': 3.28}
{'text': 'be critical in your evaluation of a', 'start': 389.52, 'duration': 2.64}
{'text': 'person especially when it comes to', 'start': 391.039, 'duration': 3.681}
{'text': 'things like character okay so employers', 'start': 392.16, 'duration': 3.599}
{'text': "because they're giving me like this is a", 'start': 394.72, 'duration': 3.199}
{'text': 'stupidest tweet okay but when andy knows', 'start': 395.759, 'duration': 4.081}
{'text': 'starts tweeting this [\xa0__\xa0] right like', 'start': 397.919, 'duration': 3.041}
{'text': 'there should be enough here because i', 'start': 399.84, 'duration': 2.24}
{'text': 'know some of you guys were like la', 'start': 400.96, 'duration': 2.88}
{'text': 'meowing and [\xa0__\xa0] before i write it all', 'start': 402.08, 'duration': 4.08}
{'text': 'down okay you were all right', 'start': 403.84, 'duration': 4.079}
{'text': 'um mikhail who was a rising star in', 'start': 406.16, 'duration': 3.039}
{'text': 'pointless real he was arrested on', 'start': 407.919, 'duration': 2.72}
{'text': "suspicion of kidnap right this isn't", 'start': 409.199, 'duration': 2.881}
{'text': "even this doesn't say anything you can", 'start': 410.639, 'duration': 3.521}
{'text': 'be arrested for now theoretically they', 'start': 412.08, 'duration': 3.76}
{'text': 'should have a reason to arrest you but', 'start': 414.16, 'duration': 3.12}
{'text': 'like if all the charges are dropped why', 'start': 415.84, 'duration': 2.72}
{'text': 'are you treating him like a convicted', 'start': 417.28, 'duration': 2.16}
{'text': 'man', 'start': 418.56, 'duration': 2.639}
{'text': 'um destiny literally who are you talking', 'start': 419.44, 'duration': 3.52}
{'text': "to who is you guys who's the by it's for", 'start': 421.199, 'duration': 3.28}
{'text': 'you guys cause you guys do the same [\xa0__\xa0]', 'start': 422.96, 'duration': 3.12}
{'text': "i watch you do this [\xa0__\xa0] you guys aren't", 'start': 424.479, 'duration': 2.881}
{'text': "exempt from this okay whether you're", 'start': 426.08, 'duration': 2.72}
{'text': 'talking about dealing with me or any', 'start': 427.36, 'duration': 2.72}
{'text': 'other person i see you guys do the same', 'start': 428.8, 'duration': 2.799}
{'text': "[\xa0__\xa0] i'll get into a fight with somebody", 'start': 430.08, 'duration': 3.28}
{'text': 'over one thing this is part of the', 'start': 431.599, 'duration': 3.44}
{'text': "reason why i can't publicly disagree", 'start': 433.36, 'duration': 3.2}
{'text': 'with people right so this is something', 'start': 435.039, 'duration': 3.841}
{'text': "that i've learned in my mind if i say", 'start': 436.56, 'duration': 3.84}
{'text': 'some [\xa0__\xa0] like hey', 'start': 438.88, 'duration': 3.599}
{'text': "here's here's like my mind okay i see", 'start': 440.4, 'duration': 4.639}
{'text': "some [\xa0__\xa0] and i'm like wow um jenna said", 'start': 442.479, 'duration': 5.041}
{'text': 'some really stupid [\xa0__\xa0] about this uh', 'start': 445.039, 'duration': 4.0}
{'text': 'like her kissing a friend and making fun', 'start': 447.52, 'duration': 2.88}
{'text': 'of him for whatever right', 'start': 449.039, 'duration': 3.121}
{'text': 'like jumping to conclusions like taking', 'start': 450.4, 'duration': 3.04}
{'text': 'action really hard is pretty is like', 'start': 452.16, 'duration': 2.479}
{'text': "really shitty but i think it's pretty", 'start': 453.44, 'duration': 2.96}
{'text': 'shitty also to make somebody feel like', 'start': 454.639, 'duration': 2.881}
{'text': "[\xa0__\xa0] because they won't kiss you that", 'start': 456.4, 'duration': 2.56}
{'text': "seems a little weird i didn't make him", 'start': 457.52, 'duration': 2.72}
{'text': 'feel like [\xa0__\xa0]', 'start': 458.96, 'duration': 2.959}
{'text': "when you say things like i'm gonna go on", 'start': 460.24, 'duration': 3.519}
{'text': 'stream and make fun of you to everybody', 'start': 461.919, 'duration': 3.12}
{'text': "like that's kind of the point is to make", 'start': 463.759, 'duration': 3.28}
{'text': 'them feel bad for rejecting 20 viewers', 'start': 465.039, 'duration': 3.761}
{'text': 'destiny and they were all his friends', 'start': 467.039, 'duration': 3.681}
{'text': 'and i was 17. he was a viewer in my', 'start': 468.8, 'duration': 3.36}
{'text': 'community himself', 'start': 470.72, 'duration': 3.12}
{'text': 'all those viewers that were back in my', 'start': 472.16, 'duration': 3.039}
{'text': 'community back then are all in my', 'start': 473.84, 'duration': 3.12}
{'text': "community now they're all on the discord", 'start': 475.199, 'duration': 3.601}
{'text': 'they all hang out together he hangs out', 'start': 476.96, 'duration': 5.04}
{'text': "with them we're we were a friend group", 'start': 478.8, 'duration': 4.399}
{'text': 'if anything that makes it even worse', 'start': 482.0, 'duration': 2.56}
{'text': "then because you're roasting in front of", 'start': 483.199, 'duration': 3.84}
{'text': 'a facebook high school friend group and', 'start': 484.56, 'duration': 4.639}
{'text': 'being like oh my god', 'start': 487.039, 'duration': 4.481}
{'text': "so and so didn't kiss me when they all", 'start': 489.199, 'duration': 4.081}
{'text': 'knew we were a thing we had done streams', 'start': 491.52, 'duration': 3.28}
{'text': 'together prior', 'start': 493.28, 'duration': 2.639}
{'text': "there's a clip", 'start': 494.8, 'duration': 5.119}
{'text': 'from 2016 of us streaming together', 'start': 495.919, 'duration': 4.0}
{'text': "okay even from the clip it doesn't it's", 'start': 500.639, 'duration': 4.641}
{'text': 'not sexual harassment', 'start': 502.96, 'duration': 3.76}
{'text': "well that's yeah that's what i was", 'start': 505.28, 'duration': 2.88}
{'text': "that's what we were going to have the", 'start': 506.72, 'duration': 4.08}
{'text': 'discussion about in my bed', 'start': 508.16, 'duration': 5.04}
{'text': 'and he had made moves on me prior how is', 'start': 510.8, 'duration': 4.56}
{'text': "it and we didn't even have sex okay [\xa0__\xa0]", 'start': 513.2, 'duration': 3.12}
{'text': "holy [\xa0__\xa0] i don't wanna wait wait wait", 'start': 515.36, 'duration': 0.96}
{'text': 'wait wait wait wait wait wait wait wait', 'start': 516.32, 'duration': 0.079}
{'text': 'wait wait wait wait wait wait wait wait', 'start': 516.32, 'duration': 0.719}
{'text': "wait wait wait wait i don't want to go", 'start': 516.399, 'duration': 2.08}
{'text': 'about on this but like this is a really', 'start': 517.039, 'duration': 2.88}
{'text': 'good example of having like no concept', 'start': 518.479, 'duration': 2.8}
{'text': 'of like how considerate just because', 'start': 519.919, 'duration': 2.56}
{'text': "somebody was in your bed prior doesn't", 'start': 521.279, 'duration': 2.401}
{'text': "mean it's okay to like push really hard", 'start': 522.479, 'duration': 2.561}
{'text': 'like all of these excuses are excuses', 'start': 523.68, 'duration': 3.36}
{'text': 'guys used to like when i just said that', 'start': 525.04, 'duration': 4.0}
{'text': 'but like everyone said that i was gonna', 'start': 527.04, 'duration': 3.44}
{'text': "tell stream because i was sure but i'm", 'start': 529.04, 'duration': 2.96}
{'text': 'just saying like literally every single', 'start': 530.48, 'duration': 3.359}
{'text': 'thing everything every single thing you', 'start': 532.0, 'duration': 3.12}
{'text': 'just said has nothing to do with whether', 'start': 533.839, 'duration': 2.161}
{'text': "or not you're like putting pressure on a", 'start': 535.12, 'duration': 2.0}
{'text': 'guy like oh well he was in my bed', 'start': 536.0, 'duration': 2.08}
{'text': 'earlier so i should be able to do', 'start': 537.12, 'duration': 2.08}
{'text': 'something oh well it was just our', 'start': 538.08, 'duration': 3.92}
{'text': 'friends and he made fun of him', 'start': 539.2, 'duration': 5.28}
{'text': 'right now and you can talk to destiny', 'start': 542.0, 'duration': 3.68}
{'text': 'and you can talk to him about how i', 'start': 544.48, 'duration': 2.799}
{'text': 'pressured him go ahead wait why did i', 'start': 545.68, 'duration': 2.96}
{'text': 'get', 'start': 547.279, 'duration': 2.961}
{'text': 'wait destiny what hello', 'start': 548.64, 'duration': 3.12}
{'text': 'michael move down', 'start': 550.24, 'duration': 3.12}
{'text': 'oh he got moved down am i supposed to', 'start': 551.76, 'duration': 2.72}
{'text': 'who keeps moving me am i supposed to i', 'start': 553.36, 'duration': 2.4}
{'text': "don't know no nobody's supposed to be", 'start': 554.48, 'duration': 2.4}
{'text': 'moving you who the hell is moving you', 'start': 555.76, 'duration': 2.639}
{'text': "they're going to lose their now when i", 'start': 556.88, 'duration': 3.6}
{'text': 'say that in my mind i think that she did', 'start': 558.399, 'duration': 3.761}
{'text': "something dumb but i don't hate her as a", 'start': 560.48, 'duration': 3.44}
{'text': "person i like i've had positive errors", 'start': 562.16, 'duration': 3.119}
{'text': "she seems fine i don't like any negative", 'start': 563.92, 'duration': 2.8}
{'text': 'things but the problem is that like when', 'start': 565.279, 'duration': 3.12}
{'text': 'i say something like that the next day', 'start': 566.72, 'duration': 3.2}
{'text': 'you guys are on reddit', 'start': 568.399, 'duration': 3.361}
{'text': "i think she's a [\xa0__\xa0] horrible nazi", 'start': 569.92, 'duration': 3.2}
{'text': '[\xa0__\xa0] piece of [\xa0__\xa0] i [\xa0__\xa0]', 'start': 571.76, 'duration': 2.72}
{'text': 'everything about her i hate her streams', 'start': 573.12, 'duration': 2.88}
{'text': 'i hit her voice i hit her looks i hate', 'start': 574.48, 'duration': 2.72}
{'text': "everything she's doing discarding", 'start': 576.0, 'duration': 2.64}
{'text': 'everything she does you guys do this all', 'start': 577.2, 'duration': 3.04}
{'text': "the time i've seen you guys do it with", 'start': 578.64, 'duration': 3.12}
{'text': "with david pakman i've seen you guys do", 'start': 580.24, 'duration': 3.84}
{'text': 'it with uh book smarts everybody as soon', 'start': 581.76, 'duration': 3.36}
{'text': 'as i get into a big discussion with book', 'start': 584.08, 'duration': 2.48}
{'text': 'smarts or books something happens like', 'start': 585.12, 'duration': 2.8}
{'text': 'me and him clearly disagree on something', 'start': 586.56, 'duration': 2.56}
{'text': "or i think he's completely wrong about", 'start': 587.92, 'duration': 2.4}
{'text': "something he's like i always knew that", 'start': 589.12, 'duration': 2.8}
{'text': 'book smarts was a [\xa0__\xa0] [\xa0__\xa0] piece of', 'start': 590.32, 'duration': 2.88}
{'text': '[\xa0__\xa0] a [\xa0__\xa0] loser [\xa0__\xa0] like', 'start': 591.92, 'duration': 3.359}
{'text': 'oh my god jesus christ', 'start': 593.2, 'duration': 4.0}
{'text': 'like', 'start': 595.279, 'duration': 4.481}
{'text': "chill okay everybody does it's not just", 'start': 597.2, 'duration': 5.84}
{'text': 'you guys but you guys do it too okay', 'start': 599.76, 'duration': 5.04}
{'text': 'and then i see people do this [\xa0__\xa0] to me', 'start': 603.04, 'duration': 3.52}
{'text': "all the time too where it's like oh", 'start': 604.8, 'duration': 5.36}
{'text': 'destiny argued that rent control is bad', 'start': 606.56, 'duration': 6.48}
{'text': "uh did you also know that destiny's pro", 'start': 610.16, 'duration': 4.56}
{'text': 'pacifica and one of the 15 year olds', 'start': 613.04, 'duration': 2.799}
{'text': "when he was at a starcraft trip he's", 'start': 614.72, 'duration': 3.6}
{'text': 'like jesus christ the [\xa0__\xa0] chill what', 'start': 615.839, 'duration': 5.041}
{'text': 'the [\xa0__\xa0]', 'start': 618.32, 'duration': 2.56}
{'text': 'just', 'start': 621.6, 'duration': 2.16}
{'text': 'slow calm down okay just because', 'start': 624.399, 'duration': 4.0}
{'text': 'somebody does something bad', 'start': 626.48, 'duration': 4.16}
{'text': "or something you don't like", 'start': 628.399, 'duration': 3.601}
{'text': "doesn't all of a sudden mean every", 'start': 630.64, 'duration': 3.439}
{'text': 'single thing about them is', 'start': 632.0, 'duration': 4.079}
{'text': 'christ chill', 'start': 634.079, 'duration': 3.601}
{'text': 'there are plenty of good people that you', 'start': 636.079, 'duration': 2.801}
{'text': 'disagree with', 'start': 637.68, 'duration': 5.399}
{'text': 'on a lot of different topics okay', 'start': 638.88, 'duration': 4.199}
