{'text': 'is lanny in your chat', 'start': 0.199, 'duration': 4.681}
{'text': 'um i guess', 'start': 75.52, 'duration': 5.12}
{'text': 'push me into contacting her', 'start': 77.759, 'duration': 4.161}
{'text': 'and', 'start': 80.64, 'duration': 3.519}
{'text': "potentially giving her more money i'm", 'start': 81.92, 'duration': 5.28}
{'text': 'guessing uh that seems to be her mindset', 'start': 84.159, 'duration': 4.32}
{'text': 'but', 'start': 87.2, 'duration': 2.32}
{'text': 'um', 'start': 88.479, 'duration': 2.481}
{'text': "yeah i don't know if you have any", 'start': 89.52, 'duration': 2.8}
{'text': 'general questions or anything i can give', 'start': 90.96, 'duration': 3.6}
{'text': 'you a like a rundown of the basics so', 'start': 92.32, 'duration': 4.479}
{'text': 'you can ask questions up to you', 'start': 94.56, 'duration': 3.84}
{'text': 'um', 'start': 96.799, 'duration': 3.441}
{'text': "yeah sure i mean i tell you what there's", 'start': 98.4, 'duration': 3.44}
{'text': "a few questions i want to ask i don't", 'start': 100.24, 'duration': 4.0}
{'text': 'want to let you you know off without um', 'start': 101.84, 'duration': 4.559}
{'text': 'asking some pointed questions to get to', 'start': 104.24, 'duration': 3.919}
{'text': 'the bottom of some of these other issues', 'start': 106.399, 'duration': 3.441}
{'text': "but before that like what's your kind of", 'start': 108.159, 'duration': 3.6}
{'text': 'perspective and overview', 'start': 109.84, 'duration': 3.52}
{'text': 'um you know', 'start': 111.759, 'duration': 4.241}
{'text': 'versus what she said', 'start': 113.36, 'duration': 3.68}
{'text': 'um', 'start': 116.0, 'duration': 2.96}
{'text': 'so she lied a [\xa0__\xa0] ton in her twit', 'start': 117.04, 'duration': 3.92}
{'text': 'longer i could bring it up and like take', 'start': 118.96, 'duration': 3.519}
{'text': 'down the bits i already wrote like a', 'start': 120.96, 'duration': 2.56}
{'text': 'whole', 'start': 122.479, 'duration': 3.521}
{'text': 'you know how many pages is it 14 pages', 'start': 123.52, 'duration': 4.4}
{'text': 'about uh everything that happened', 'start': 126.0, 'duration': 4.0}
{'text': "beginning to end so that's what i'll be", 'start': 127.92, 'duration': 4.0}
{'text': 'going over on stream finally our boy', 'start': 130.0, 'duration': 3.92}
{'text': 'xander hall getting us some good drama', 'start': 131.92, 'duration': 3.92}
{'text': 'any gaps that people might have in the', 'start': 133.92, 'duration': 4.16}
{'text': "story stuff like that um i don't think", 'start': 135.84, 'duration': 4.16}
{'text': "i'll publish it like as a manifesto for", 'start': 138.08, 'duration': 3.28}
{'text': "people to read i think it'll just be", 'start': 140.0, 'duration': 4.0}
{'text': 'guidelines for my official like stream', 'start': 141.36, 'duration': 4.48}
{'text': 'and segment where i that laurel hubbard', 'start': 144.0, 'duration': 3.2}
{'text': 'thing was posted', 'start': 145.84, 'duration': 2.56}
{'text': 'oh why the [\xa0__\xa0] did i get linked that', 'start': 147.2, 'duration': 1.2}
{'text': 'that that that that that that that that', 'start': 148.4, 'duration': 0.0}
{'text': 'that that that that that that that that', 'start': 148.4, 'duration': 0.0}
{'text': 'that that that that that that that that', 'start': 148.4, 'duration': 2.08}
{'text': "then is that irrelevant and that's too i", 'start': 148.4, 'duration': 4.559}
{'text': 'feel like i heard her name like this', 'start': 150.48, 'duration': 4.08}
{'text': 'so', 'start': 152.959, 'duration': 3.441}
{'text': 'basically', 'start': 154.56, 'duration': 5.44}
{'text': 'um yeah where do you want to start', 'start': 156.4, 'duration': 4.4}
{'text': 'um', 'start': 160.0, 'duration': 3.519}
{'text': 'okay so', 'start': 160.8, 'duration': 4.32}
{'text': 'first of all i guess we can talk about', 'start': 163.519, 'duration': 3.601}
{'text': "because you know i don't want to um", 'start': 165.12, 'duration': 3.6}
{'text': 'necessarily probe into the ins and outs', 'start': 167.12, 'duration': 3.28}
{'text': 'of your relationship but this thing', 'start': 168.72, 'duration': 3.2}
{'text': 'about the cheating', 'start': 170.4, 'duration': 2.64}
{'text': 'so', 'start': 171.92, 'duration': 2.72}
{'text': 'so you said she was cheating she said', 'start': 173.04, 'duration': 4.72}
{'text': "she wasn't i mean she got she claimed", 'start': 174.64, 'duration': 5.599}
{'text': 'that she got herself a job cleaning', 'start': 177.76, 'duration': 4.64}
{'text': 'airbnbs or something', 'start': 180.239, 'duration': 6.561}
{'text': 'and when i contacted uh a friend of hers', 'start': 182.4, 'duration': 5.839}
{'text': 'because what actually ended up happening', 'start': 186.8, 'duration': 2.799}
{'text': 'was i realized that money was', 'start': 188.239, 'duration': 3.121}
{'text': 'disappearing from my account and i', 'start': 189.599, 'duration': 3.601}
{'text': 'noticed noticed this for a very long', 'start': 191.36, 'duration': 4.32}
{'text': "time and i didn't quite understand why", 'start': 193.2, 'duration': 4.8}
{'text': "um it just seemed like i'd have less", 'start': 195.68, 'duration': 4.32}
{'text': 'money in my accounts than you would', 'start': 198.0, 'duration': 4.8}
{'text': 'expect right and uh obviously like i use', 'start': 200.0, 'duration': 4.959}
{'text': 'paypal for the', 'start': 202.8, 'duration': 3.519}
{'text': 'income that i get from my website', 'start': 204.959, 'duration': 3.2}
{'text': "because that's what that's done through", 'start': 206.319, 'duration': 3.28}
{'text': 'and then youtube and twitch always just', 'start': 208.159, 'duration': 2.72}
{'text': 'pays you direct deposit through your', 'start': 209.599, 'duration': 2.72}
{'text': 'bank account and typically i just', 'start': 210.879, 'duration': 2.72}
{'text': 'transfer that over to paypal because', 'start': 212.319, 'duration': 2.801}
{'text': "it's easier to have it", 'start': 213.599, 'duration': 4.161}
{'text': 'like that because debit card swipe do', 'start': 215.12, 'duration': 6.08}
{'text': 'your thing do your shopping whatever um', 'start': 217.76, 'duration': 6.16}
{'text': "and uh i would just i'd do a stream or", 'start': 221.2, 'duration': 4.399}
{'text': 'something and i just noticed that there', 'start': 223.92, 'duration': 3.92}
{'text': "wasn't as much money in the account", 'start': 225.599, 'duration': 4.161}
{'text': "afterwards as there should be i'd be", 'start': 227.84, 'duration': 2.88}
{'text': 'like', 'start': 229.76, 'duration': 3.039}
{'text': "what's going on here", 'start': 230.72, 'duration': 3.599}
{'text': 'what is this', 'start': 232.799, 'duration': 3.201}
{'text': "so i'd i'd dig", 'start': 234.319, 'duration': 3.28}
{'text': "um and i'd look through like my", 'start': 236.0, 'duration': 4.72}
{'text': 'transactions i will say on one end i am', 'start': 237.599, 'duration': 4.72}
{'text': 'super lucky', 'start': 240.72, 'duration': 2.64}
{'text': 'um', 'start': 242.319, 'duration': 3.761}
{'text': "i have i have never been with i've never", 'start': 243.36, 'duration': 4.48}
{'text': "been with a woman that's ever stolen", 'start': 246.08, 'duration': 3.76}
{'text': 'money from me like blatantly like stolen', 'start': 247.84, 'duration': 4.08}
{'text': 'money um never been with a woman with', 'start': 249.84, 'duration': 4.479}
{'text': 'like bad hygiene issues there are some', 'start': 251.92, 'duration': 3.2}
{'text': 'like', 'start': 254.319, 'duration': 2.081}
{'text': "horror stories i hear sometimes there's", 'start': 255.12, 'duration': 2.48}
{'text': "something and i've never had to", 'start': 256.4, 'duration': 3.519}
{'text': 'experience these things thank god', 'start': 257.6, 'duration': 4.4}
{'text': "um it's gotta be so weird how like a", 'start': 259.919, 'duration': 5.761}
{'text': 'partner like stealing money from you', 'start': 262.0, 'duration': 3.68}
{'text': "that's wild well that i know of that's", 'start': 266.24, 'duration': 4.0}
{'text': 'true', 'start': 268.72, 'duration': 2.64}
{'text': "hey pal it's got a little list of", 'start': 270.24, 'duration': 2.72}
{'text': 'transactions right so you go through', 'start': 271.36, 'duration': 4.08}
{'text': 'that [\xa0__\xa0] you scroll through it and uh', 'start': 272.96, 'duration': 4.08}
{'text': "there's nothing", 'start': 275.44, 'duration': 2.479}
{'text': 'there', 'start': 277.04, 'duration': 3.28}
{'text': 'like nothing suspicious nothing that', 'start': 277.919, 'duration': 3.201}
{'text': 'would', 'start': 280.32, 'duration': 2.72}
{'text': 'make sense as to why there was money', 'start': 281.12, 'duration': 2.88}
{'text': 'missing', 'start': 283.04, 'duration': 2.24}
{'text': 'um', 'start': 284.0, 'duration': 2.96}
{'text': "and you know i'd ask her about this and", 'start': 285.28, 'duration': 3.68}
{'text': 'at the time i had no reason to distrust', 'start': 286.96, 'duration': 3.92}
{'text': "her i mean for one we've been dating for", 'start': 288.96, 'duration': 3.76}
{'text': "like a year she's had plenty of", 'start': 290.88, 'duration': 4.319}
{'text': 'opportunities to leave me', 'start': 292.72, 'duration': 4.72}
{'text': 'unconscious in a bathtub full of ice', 'start': 295.199, 'duration': 3.681}
{'text': 'with a scar', 'start': 297.44, 'duration': 4.16}
{'text': "on my torso so and you know she'd been", 'start': 298.88, 'duration': 4.48}
{'text': 'like doing the shopping and and making', 'start': 301.6, 'duration': 3.68}
{'text': 'sure that like', 'start': 303.36, 'duration': 4.48}
{'text': "we like you know she she'd not seem to", 'start': 305.28, 'duration': 5.199}
{'text': 'have been irresponsible with my card or', 'start': 307.84, 'duration': 4.56}
{'text': 'with my finances before it felt like we', 'start': 310.479, 'duration': 3.681}
{'text': "were operating as a unit as you'd expect", 'start': 312.4, 'duration': 3.519}
{'text': "a relationship to do right you're a team", 'start': 314.16, 'duration': 3.28}
{'text': 'right you work together', 'start': 315.919, 'duration': 3.441}
{'text': 'you divide your your tasks and you', 'start': 317.44, 'duration': 3.12}
{'text': "divide and conquer right that's what a", 'start': 319.36, 'duration': 3.04}
{'text': 'good relationship is meant to be', 'start': 320.56, 'duration': 2.88}
{'text': 'um', 'start': 322.4, 'duration': 2.639}
{'text': 'and i thought she was holding up her end', 'start': 323.44, 'duration': 3.52}
{'text': 'of those things but never let women do', 'start': 325.039, 'duration': 3.841}
{'text': 'the shopping the far left and the far', 'start': 326.96, 'duration': 4.0}
{'text': 'right agree on one thing women be', 'start': 328.88, 'duration': 3.12}
{'text': 'shopping', 'start': 330.96, 'duration': 2.48}
{'text': 'um', 'start': 332.0, 'duration': 3.84}
{'text': "no but so i i go through and i'm the", 'start': 333.44, 'duration': 3.759}
{'text': 'reason why women be shopping because', 'start': 335.84, 'duration': 2.72}
{'text': 'most men are too lazy to go out and shop', 'start': 337.199, 'duration': 2.56}
{'text': 'for their household that is the reason', 'start': 338.56, 'duration': 3.6}
{'text': 'why by the way but', 'start': 339.759, 'duration': 4.72}
{'text': "it's like something is up here something", 'start': 342.16, 'duration': 4.479}
{'text': 'is up here so eventually i', 'start': 344.479, 'duration': 3.681}
{'text': 'you know after budgeting and after', 'start': 346.639, 'duration': 3.84}
{'text': "saving and just being like i'm i'm kind", 'start': 348.16, 'duration': 3.92}
{'text': 'of done with this whole being broke', 'start': 350.479, 'duration': 4.321}
{'text': "thing where's my money going uh this is", 'start': 352.08, 'duration': 4.959}
{'text': "pretty uh pretty cringe uh i'm i'm", 'start': 354.8, 'duration': 5.119}
{'text': 'eating ramen for dinner and uh for some', 'start': 357.039, 'duration': 5.361}
{'text': 'reason uh not', 'start': 359.919, 'duration': 5.041}
{'text': 'not having money saved and it eventually', 'start': 362.4, 'duration': 4.48}
{'text': 'got to the point where i was like okay', 'start': 364.96, 'duration': 4.56}
{'text': 'what the [\xa0__\xa0] is going on here so i', 'start': 366.88, 'duration': 5.439}
{'text': 'decided to just not be broke anymore uh', 'start': 369.52, 'duration': 5.6}
{'text': 'i decided to uh google how to not be', 'start': 372.319, 'duration': 5.041}
{'text': 'broke anymore okay step one was stop', 'start': 375.12, 'duration': 5.519}
{'text': 'letting your girlfriend steal money from', 'start': 377.36, 'duration': 4.64}
{'text': 'through paypal', 'start': 380.639, 'duration': 3.12}
{'text': 'and i did a little searching around then', 'start': 382.0, 'duration': 3.199}
{'text': "i discovered a little something i don't", 'start': 383.759, 'duration': 3.121}
{'text': 'know if this is true', 'start': 385.199, 'duration': 3.28}
{'text': 'you might know about this chat logic i', 'start': 386.88, 'duration': 3.2}
{'text': "don't know if most people watching will", 'start': 388.479, 'duration': 4.481}
{'text': 'know about this because a normal paypal', 'start': 390.08, 'duration': 4.64}
{'text': 'account that you have for like personal', 'start': 392.96, 'duration': 4.239}
{'text': 'use and a business paypal account like', 'start': 394.72, 'duration': 4.16}
{'text': 'you and i would have i assume you have a', 'start': 397.199, 'duration': 3.041}
{'text': 'business one right logic yeah yeah', 'start': 398.88, 'duration': 3.039}
{'text': "that's right yeah yeah yeah and a", 'start': 400.24, 'duration': 4.72}
{'text': 'business one have uh pretty different', 'start': 401.919, 'duration': 4.481}
{'text': 'layouts', 'start': 404.96, 'duration': 3.28}
{'text': 'why this is why leftists make terrible', 'start': 406.4, 'duration': 4.0}
{'text': "finance people well i'm 22. do you", 'start': 408.24, 'duration': 4.16}
{'text': 'expect me to be like a financial genius', 'start': 410.4, 'duration': 4.0}
{'text': "hold on dude i i legit i'm looking at", 'start': 412.4, 'duration': 3.76}
{'text': 'the chat right now and i i really am', 'start': 414.4, 'duration': 3.68}
{'text': 'curious right now how financially', 'start': 416.16, 'duration': 3.759}
{'text': 'responsible were you guys at 22 years', 'start': 418.08, 'duration': 3.28}
{'text': 'old', 'start': 419.919, 'duration': 2.881}
{'text': 'where did you learn your financial', 'start': 421.36, 'duration': 3.92}
{'text': "knowledge let's see i had my first house", 'start': 422.8, 'duration': 5.28}
{'text': 'was working full-time had an oops baby i', 'start': 425.28, 'duration': 4.96}
{'text': 'had a lot of finances going on xander', 'start': 428.08, 'duration': 3.44}
{'text': 'hall', 'start': 430.24, 'duration': 2.959}
{'text': 'did not teach me this you did not teach', 'start': 431.52, 'duration': 3.76}
{'text': "me this [\xa0__\xa0] in school okay chad's", 'start': 433.199, 'duration': 4.0}
{'text': 'giving you a hard time okay yes i agree', 'start': 435.28, 'duration': 4.24}
{'text': 'that at 22 years old um you know you', 'start': 437.199, 'duration': 4.0}
{'text': 'might not be the most financially', 'start': 439.52, 'duration': 3.44}
{'text': 'knowledgeable uh one thing i do want to', 'start': 441.199, 'duration': 3.681}
{'text': 'say though because why is that a bank', 'start': 442.96, 'duration': 3.12}
{'text': 'account you can get where you just get a', 'start': 444.88, 'duration': 2.719}
{'text': 'debit card like why is it all managed', 'start': 446.08, 'duration': 3.28}
{'text': 'through paypal that seems like the wrong', 'start': 447.599, 'duration': 4.32}
{'text': 'way to do it um i had a uh i remember my', 'start': 449.36, 'duration': 7.92}
{'text': 'very first visa card i got i think i was', 'start': 451.919, 'duration': 5.361}
{'text': '13 or 12', 'start': 457.56, 'duration': 5.639}
{'text': 'and i was so excited um', 'start': 460.16, 'duration': 5.28}
{'text': 'i think your parents had to co-sign for', 'start': 463.199, 'duration': 5.041}
{'text': 'it my parents had to sign on for it and', 'start': 465.44, 'duration': 4.08}
{'text': 'it was a', 'start': 468.24, 'duration': 3.92}
{'text': 'they it was a weird credit card because', 'start': 469.52, 'duration': 4.239}
{'text': 'um it was the one where you had it', 'start': 472.16, 'duration': 3.68}
{'text': 'linked to your debit account or', 'start': 473.759, 'duration': 4.88}
{'text': "something like that um i don't remember", 'start': 475.84, 'duration': 4.32}
{'text': 'why but i had a paper route when i was', 'start': 478.639, 'duration': 2.24}
{'text': 'in', 'start': 480.16, 'duration': 2.24}
{'text': 'i had a paper out when i was in school', 'start': 480.879, 'duration': 3.6}
{'text': 'so eventually i got like my first little', 'start': 482.4, 'duration': 3.12}
{'text': "i don't actually might have been a debit", 'start': 484.479, 'duration': 2.0}
{'text': "card not a credit i'm just going to", 'start': 485.52, 'duration': 2.799}
{'text': 'debit card um', 'start': 486.479, 'duration': 3.44}
{'text': 'and i thought that on the debit card i', 'start': 488.319, 'duration': 3.28}
{'text': "think i've told this story before um i", 'start': 489.919, 'duration': 4.241}
{'text': 'saw when it when it had like the symbol', 'start': 491.599, 'duration': 4.481}
{'text': 'on the card and then it had the symbol', 'start': 494.16, 'duration': 3.52}
{'text': 'on the atm i thought that that meant it', 'start': 496.08, 'duration': 3.2}
{'text': 'was free and i remember went to toys r', 'start': 497.68, 'duration': 3.359}
{'text': "us and i remember i was like i'm about", 'start': 499.28, 'duration': 4.72}
{'text': "to buy some [\xa0__\xa0] i'm [\xa0__\xa0] rich i've", 'start': 501.039, 'duration': 5.361}
{'text': 'got 80 [\xa0__\xa0] dollars okay that i just', 'start': 504.0, 'duration': 4.16}
{'text': "got paid by the omaha world herald we're", 'start': 506.4, 'duration': 3.28}
{'text': 'about to go [\xa0__\xa0] [\xa0__\xa0] up and i got some', 'start': 508.16, 'duration': 3.84}
{'text': 'gundam toy things i got some pokemon', 'start': 509.68, 'duration': 3.919}
{'text': 'card booster packs', 'start': 512.0, 'duration': 4.399}
{'text': 'and um i remember that i went to the atm', 'start': 513.599, 'duration': 4.8}
{'text': 'four times that night because i was', 'start': 516.399, 'duration': 5.12}
{'text': 'balling and i got 20 out each time and i', 'start': 518.399, 'duration': 6.161}
{'text': 'was like hell yes okay 80 bucks in my', 'start': 521.519, 'duration': 5.361}
{'text': 'account 20 bucks four times ready to', 'start': 524.56, 'duration': 4.8}
{'text': 'roll and the next day i learned that i', 'start': 526.88, 'duration': 5.2}
{'text': 'had like negative like 135 dollars over', 'start': 529.36, 'duration': 4.32}
{'text': "my bank account because it wasn't free", 'start': 532.08, 'duration': 3.68}
{'text': 'if the symbol was on the atm there was a', 'start': 533.68, 'duration': 4.0}
{'text': 'small transaction fee every time and the', 'start': 535.76, 'duration': 3.519}
{'text': 'way that they processed like bounces', 'start': 537.68, 'duration': 3.279}
{'text': 'yeah i got [\xa0__\xa0] and i was like this is', 'start': 539.279, 'duration': 4.24}
{'text': 'some [\xa0__\xa0]', 'start': 540.959, 'duration': 5.281}
{'text': 'a suncoast credit union account back in', 'start': 543.519, 'duration': 4.721}
{'text': 'florida and it was just like big credit', 'start': 546.24, 'duration': 4.4}
{'text': "union back in florida but it's only in", 'start': 548.24, 'duration': 3.68}
{'text': 'florida so', 'start': 550.64, 'duration': 3.36}
{'text': "um they're like a big bank back their", 'start': 551.92, 'duration': 4.88}
{'text': 'big credit union but once i was in', 'start': 554.0, 'duration': 5.68}
{'text': 'california and i lost my card uh during', 'start': 556.8, 'duration': 4.64}
{'text': 'the move and had to cancel it was like', 'start': 559.68, 'duration': 4.0}
{'text': "well they they're telling me i need to", 'start': 561.44, 'duration': 4.959}
{'text': 'go there in person to to like get a new', 'start': 563.68, 'duration': 4.719}
{'text': 'card so what i just do is i get my', 'start': 566.399, 'duration': 3.761}
{'text': 'direct deposit into my bank account from', 'start': 568.399, 'duration': 3.601}
{'text': 'twitch and youtube and i transfer it', 'start': 570.16, 'duration': 4.72}
{'text': 'over to uh my paypal and i plan to get a', 'start': 572.0, 'duration': 5.36}
{'text': 'bank account here in uh california to', 'start': 574.88, 'duration': 5.28}
{'text': 'streamline things but i just', 'start': 577.36, 'duration': 4.159}
{'text': "what percentage of people you've known", 'start': 580.16, 'duration': 3.359}
{'text': 'since streaming do you think only liked', 'start': 581.519, 'duration': 2.961}
{'text': 'you', 'start': 583.519, 'duration': 2.561}
{'text': 'when they thought you agreed on', 'start': 584.48, 'duration': 2.88}
{'text': 'everything or before you debated better', 'start': 586.08, 'duration': 3.12}
{'text': 'than them do you think a chunk of them', 'start': 587.36, 'duration': 3.36}
{'text': 'did it strategically for the antioxidant', 'start': 589.2, 'duration': 2.72}
{'text': 'popularity bump or do you think they', 'start': 590.72, 'duration': 3.28}
{'text': 'actually feel emotionally betrayed um i', 'start': 591.92, 'duration': 3.68}
{'text': "think there's a couple of things going", 'start': 594.0, 'duration': 3.6}
{'text': "on i think one i think there's a lot of", 'start': 595.6, 'duration': 3.76}
{'text': 'people that a lot of people will say', 'start': 597.6, 'duration': 4.4}
{'text': 'things like i really like destiny i', 'start': 599.36, 'duration': 4.32}
{'text': 'appreciate his logical thought process i', 'start': 602.0, 'duration': 2.8}
{'text': 'like how principled he is and blah blah', 'start': 603.68, 'duration': 3.12}
{'text': 'blah blah when in reality what they mean', 'start': 604.8, 'duration': 3.44}
{'text': 'is i like destiny because he argues', 'start': 606.8, 'duration': 2.96}
{'text': 'really well for all the things i already', 'start': 608.24, 'duration': 3.44}
{'text': "agree with there's a lot of people that", 'start': 609.76, 'duration': 3.44}
{'text': 'say the former and mean the latter but', 'start': 611.68, 'duration': 3.92}
{'text': "they don't even realize it um this has", 'start': 613.2, 'duration': 3.36}
{'text': 'happened a lot with a lot of', 'start': 615.6, 'duration': 2.479}
{'text': "conservative fans i've picked up who are", 'start': 616.56, 'duration': 2.88}
{'text': "like and i'll see this happen on twitter", 'start': 618.079, 'duration': 3.2}
{'text': 'over and over again destiny i really', 'start': 619.44, 'duration': 3.12}
{'text': "appreciate your thought process you're", 'start': 621.279, 'duration': 2.961}
{'text': "so based and you're so intellectually", 'start': 622.56, 'duration': 3.2}
{'text': "honest when you're criticizing lefties", 'start': 624.24, 'duration': 2.88}
{'text': 'but every single time you criticize', 'start': 625.76, 'duration': 2.88}
{'text': 'conservatives you become this bad faith', 'start': 627.12, 'duration': 3.52}
{'text': "animal monster what's going on it's like", 'start': 628.64, 'duration': 3.68}
{'text': "well what's going on is you're probably", 'start': 630.64, 'duration': 2.96}
{'text': "a partisan hack and you're just like", 'start': 632.32, 'duration': 2.959}
{'text': 'when i [\xa0__\xa0] on people on the left like', 'start': 633.6, 'duration': 3.62}
{'text': "that's probably what's happening um", 'start': 635.279, 'duration': 3.281}
{'text': '[Music]', 'start': 637.22, 'duration': 2.859}
{'text': 'but then i think a second thing will', 'start': 638.56, 'duration': 2.719}
{'text': 'happen where', 'start': 640.079, 'duration': 2.961}
{'text': 'when when people and i should probably', 'start': 641.279, 'duration': 3.281}
{'text': 'be more exclusive about this for all the', 'start': 643.04, 'duration': 3.6}
{'text': "people that have backstabbed me i don't", 'start': 644.56, 'duration': 3.36}
{'text': 'think that people are going behind', 'start': 646.64, 'duration': 2.8}
{'text': "closed doors i'm like all right i've", 'start': 647.92, 'duration': 3.84}
{'text': "used destiny this much and i've used", 'start': 649.44, 'duration': 4.24}
{'text': "them up i've got enough out of them now", 'start': 651.76, 'duration': 3.84}
{'text': "i'm going to take a a 90 degree turn and", 'start': 653.68, 'duration': 3.2}
{'text': "i'm going to [\xa0__\xa0] them up i'm going to", 'start': 655.6, 'duration': 3.28}
{'text': 'go crazy and build a fan base off of it', 'start': 656.88, 'duration': 3.68}
{'text': "i don't think that's what happens i", 'start': 658.88, 'duration': 3.28}
{'text': "think what happens is you're surrounded", 'start': 660.56, 'duration': 3.68}
{'text': "by a bunch of people that don't really", 'start': 662.16, 'duration': 3.919}
{'text': "like me and there's a lot of", 'start': 664.24, 'duration': 3.92}
{'text': 'uncomfortable friction there', 'start': 666.079, 'duration': 4.32}
{'text': "and it's just easier to be like like", 'start': 668.16, 'duration': 3.28}
{'text': "everybody's sitting around like man", 'start': 670.399, 'duration': 3.281}
{'text': 'destiny sucks mantis looks like yeah', 'start': 671.44, 'duration': 3.6}
{'text': 'yeah he kind of does yeah i think he', 'start': 673.68, 'duration': 2.8}
{'text': 'actually i think he does suck too and', 'start': 675.04, 'duration': 2.72}
{'text': 'everybody kind of like jerks themselves', 'start': 676.48, 'duration': 2.4}
{'text': 'off or whatever', 'start': 677.76, 'duration': 2.56}
{'text': "and i think that's i think that's kind", 'start': 678.88, 'duration': 2.88}
{'text': "of what happens yeah i don't think that", 'start': 680.32, 'duration': 2.959}
{'text': "like any of the backstabbing i've had", 'start': 681.76, 'duration': 2.96}
{'text': "happened to me i don't think any of it", 'start': 683.279, 'duration': 3.601}
{'text': "was like intentional i think it's just", 'start': 684.72, 'duration': 3.84}
{'text': 'people in general are conflict avoidant', 'start': 686.88, 'duration': 4.0}
{'text': "i'm conflict-avoided um", 'start': 688.56, 'duration': 3.6}
{'text': 'and i think that they just will kind of', 'start': 690.88, 'duration': 2.399}
{'text': 'like agree with the people around them', 'start': 692.16, 'duration': 2.56}
{'text': "because it's the easiest thing to do and", 'start': 693.279, 'duration': 3.68}
{'text': 'yeah', 'start': 694.72, 'duration': 2.239}
{'text': 'um i have a leaf thing on my little air', 'start': 700.839, 'duration': 4.921}
{'text': 'conditioner and i think it turns off if', 'start': 703.76, 'duration': 3.6}
{'text': "somebody's not like walking by it is", 'start': 705.76, 'duration': 5.36}
{'text': 'there a way to turn off eco mode', 'start': 707.36, 'duration': 3.76}
{'text': 'it really irritates the [\xa0__\xa0] [\xa0__\xa0] out', 'start': 711.519, 'duration': 5.0}
{'text': 'of me', 'start': 713.36, 'duration': 3.159}
{'text': 'you are not conflict-avoidant um i am', 'start': 725.839, 'duration': 5.12}
{'text': 'very conflict-avoidant', 'start': 728.16, 'duration': 4.479}
{'text': "in my personal life it's something i'm", 'start': 730.959, 'duration': 4.081}
{'text': 'trying to work on um especially recently', 'start': 732.639, 'duration': 4.401}
{'text': "but i'm publicly i'll be like very", 'start': 735.04, 'duration': 3.84}
{'text': 'aggressive but i think privately um i', 'start': 737.04, 'duration': 3.44}
{'text': "don't like to piss people off or like", 'start': 738.88, 'duration': 2.72}
{'text': 'upset somebody or let somebody down or', 'start': 740.48, 'duration': 2.159}
