{'text': "there are rules of conversation if i'm", 'start': 0.16, 'duration': 5.04}
{'text': 'another woman had even been assaulted', 'start': 65.6, 'duration': 3.6}
{'text': 'and was able to give a description of', 'start': 67.52, 'duration': 2.639}
{'text': 'two assailants', 'start': 69.2, 'duration': 2.88}
{'text': 'and this description became the sole', 'start': 70.159, 'duration': 3.921}
{'text': "focus of the investigation into sherry's", 'start': 72.08, 'duration': 3.92}
{'text': 'murder the prime suspects were now', 'start': 74.08, 'duration': 4.16}
{'text': 'two middle-aged latino males of medium', 'start': 76.0, 'duration': 3.28}
{'text': 'height and build', 'start': 78.24, 'duration': 3.28}
{'text': 'they were never found and the case went', 'start': 79.28, 'duration': 4.4}
{'text': 'unsolved for 23 years', 'start': 81.52, 'duration': 4.88}
{'text': 'by 2009 crime in los angeles had', 'start': 83.68, 'duration': 4.72}
{'text': 'declined enough from its earlier levels', 'start': 86.4, 'duration': 4.0}
{'text': 'that detectives began looking into cold', 'start': 88.4, 'duration': 4.0}
{'text': 'cases to increase their clearance rates', 'start': 90.4, 'duration': 3.679}
{'text': 'which is when the erasmus and files', 'start': 92.4, 'duration': 2.399}
{'text': 'resurfaced', 'start': 94.079, 'duration': 2.481}
{'text': 'new methods of genetic analysis', 'start': 94.799, 'duration': 3.521}
{'text': 'discovered that the dna found at the', 'start': 96.56, 'duration': 3.44}
{'text': 'crime scene pointed to a single', 'start': 98.32, 'duration': 3.68}
{'text': 'female suspect it was soon discovered', 'start': 100.0, 'duration': 3.759}
{'text': "that a statement given by sherry's", 'start': 102.0, 'duration': 3.36}
{'text': 'father of whom he thought to be the', 'start': 103.759, 'duration': 3.761}
{'text': 'prime suspect was quickly brushed to one', 'start': 105.36, 'duration': 2.56}
{'text': 'side', 'start': 107.52, 'duration': 2.4}
{'text': 'as the person in question was a serving', 'start': 107.92, 'duration': 4.479}
{'text': 'lapd cop from the exact department who', 'start': 109.92, 'duration': 4.559}
{'text': 'were investigating the case the person', 'start': 112.399, 'duration': 3.921}
{'text': 'in question was a woman by the name of', 'start': 114.479, 'duration': 3.121}
{'text': 'stephanie lazarus', 'start': 116.32, 'duration': 3.6}
{'text': 'she was a 25 year old police officer at', 'start': 117.6, 'duration': 4.24}
{'text': 'the time who had been with the force for', 'start': 119.92, 'duration': 2.72}
{'text': 'two years', 'start': 121.84, 'duration': 3.04}
{'text': "she had dated sherry's husband john", 'start': 122.64, 'duration': 4.4}
{'text': 'rutten in an on and off relationship', 'start': 124.88, 'duration': 3.999}
{'text': 'throughout college and for a short time', 'start': 127.04, 'duration': 3.68}
{'text': 'after it was even discovered that jon', 'start': 128.879, 'duration': 4.0}
{'text': 'had slept with lazarus after he became', 'start': 130.72, 'duration': 4.239}
{'text': 'engaged and the two even dated for a', 'start': 132.879, 'duration': 4.161}
{'text': "while after sherry's murder she was now", 'start': 134.959, 'duration': 4.721}
{'text': 'a 25-year veteran of the police force', 'start': 137.04, 'duration': 4.24}
{'text': 'and had worked her way up to a senior', 'start': 139.68, 'duration': 3.279}
{'text': 'detective of the commercial crimes', 'start': 141.28, 'duration': 4.0}
{'text': 'division within 24 hours of becoming the', 'start': 142.959, 'duration': 3.28}
{'text': 'prime suspect', 'start': 145.28, 'duration': 2.88}
{'text': 'a coffee cup she discarded while off', 'start': 146.239, 'duration': 3.761}
{'text': 'duty was received by police', 'start': 148.16, 'duration': 4.4}
{'text': 'a dna sample was then taken and it came', 'start': 150.0, 'duration': 4.959}
{'text': 'up as an exact match to the dna found on', 'start': 152.56, 'duration': 3.44}
{'text': "sherry rasmussen's", 'start': 154.959, 'duration': 3.441}
{'text': 'bite mark wait can somebody walk me', 'start': 156.0, 'duration': 3.04}
{'text': 'through that', 'start': 158.4, 'duration': 3.199}
{'text': "how can you you can't actually just get", 'start': 159.04, 'duration': 4.0}
{'text': "random people's dna", 'start': 161.599, 'duration': 4.161}
{'text': 'without like some kind of cause can you', 'start': 163.04, 'duration': 4.8}
{'text': 'is this legal', 'start': 165.76, 'duration': 3.68}
{'text': 'the following interrogation is a', 'start': 167.84, 'duration': 3.44}
{'text': 'legitimate testimony into how', 'start': 169.44, 'duration': 3.76}
{'text': 'watching an interrogation is a world', 'start': 171.28, 'duration': 3.84}
{'text': 'apart from being subjected to one', 'start': 173.2, 'duration': 3.759}
{'text': 'you can know every technique in the book', 'start': 175.12, 'duration': 3.92}
{'text': 'and each specific strategy and subtle', 'start': 176.959, 'duration': 3.92}
{'text': 'scenario that goes along with it but', 'start': 179.04, 'duration': 2.559}
{'text': 'ultimately', 'start': 180.879, 'duration': 2.321}
{'text': "you have no idea how you're going to", 'start': 181.599, 'duration': 3.761}
{'text': 'react to a specific situation until', 'start': 183.2, 'duration': 3.44}
{'text': "you're actually in it", 'start': 185.36, 'duration': 4.0}
{'text': 'this is very very very very very true of', 'start': 186.64, 'duration': 3.2}
{'text': 'almost', 'start': 189.36, 'duration': 2.799}
{'text': 'every or in my opinion at least of', 'start': 189.84, 'duration': 4.319}
{'text': 'almost every psychological phenomenon', 'start': 192.159, 'duration': 3.36}
{'text': 'just because you understand how', 'start': 194.159, 'duration': 1.761}
{'text': 'something', 'start': 195.519, 'duration': 2.401}
{'text': "impacts somebody doesn't mean that you", 'start': 195.92, 'duration': 3.2}
{'text': 'are resistant to it', 'start': 197.92, 'duration': 4.16}
{'text': "you something that people aren't aware", 'start': 199.12, 'duration': 3.44}
{'text': 'of', 'start': 202.08, 'duration': 3.2}
{'text': "is there's a difference between like", 'start': 202.56, 'duration': 4.959}
{'text': 'having an idea about something and', 'start': 205.28, 'duration': 4.239}
{'text': 'being deliberate about an idea about', 'start': 207.519, 'duration': 4.321}
{'text': 'something here is an example so here is', 'start': 209.519, 'duration': 3.601}
{'text': "like a common trick we've talked about", 'start': 211.84, 'duration': 2.319}
{'text': "this a million times i've said this", 'start': 213.12, 'duration': 1.679}
{'text': 'before', 'start': 214.159, 'duration': 2.401}
{'text': 'um if you ask somebody questions about', 'start': 214.799, 'duration': 3.44}
{'text': 'themselves it makes that person feel', 'start': 216.56, 'duration': 2.319}
{'text': 'really good', 'start': 218.239, 'duration': 2.321}
{'text': 'and it gives that person like a good', 'start': 218.879, 'duration': 2.881}
{'text': "impression of a conversation they're", 'start': 220.56, 'duration': 1.92}
{'text': 'having with you', 'start': 221.76, 'duration': 3.28}
{'text': 'i am very aware of this i know this um', 'start': 222.48, 'duration': 3.44}
{'text': "you guys should know this because i've", 'start': 225.04, 'duration': 2.08}
{'text': 'repeated it like 50 million times on the', 'start': 225.92, 'duration': 1.76}
{'text': 'stream', 'start': 227.12, 'duration': 2.64}
{'text': 'but when people still do it to me it', 'start': 227.68, 'duration': 3.52}
{'text': 'still feels good i still like it when', 'start': 229.76, 'duration': 2.72}
{'text': 'people ask me questions about myself it', 'start': 231.2, 'duration': 2.08}
{'text': "still makes me feel like i'm having a", 'start': 232.48, 'duration': 1.679}
{'text': 'good conversation', 'start': 233.28, 'duration': 2.319}
{'text': "just because i'm aware of this knowledge", 'start': 234.159, 'duration': 3.121}
{'text': "doesn't somehow make me like impervious", 'start': 235.599, 'duration': 2.801}
{'text': 'or resistance like oh', 'start': 237.28, 'duration': 2.4}
{'text': 'well i know what the goal of this is', 'start': 238.4, 'duration': 3.119}
{'text': "right unless i'm being deliberate about", 'start': 239.68, 'duration': 2.16}
{'text': 'that', 'start': 241.519, 'duration': 1.601}
{'text': "unless i'm in a conversation with", 'start': 241.84, 'duration': 2.399}
{'text': 'somebody that i know is trying to', 'start': 243.12, 'duration': 2.72}
{'text': 'manipulate me or is trying to leave an', 'start': 244.239, 'duration': 2.241}
{'text': 'impression', 'start': 245.84, 'duration': 2.08}
{'text': 'then in a more deliberate manner it', 'start': 246.48, 'duration': 3.039}
{'text': "might be like okay well i see what's", 'start': 247.92, 'duration': 2.72}
{'text': "going on here i don't know what you're", 'start': 249.519, 'duration': 1.761}
{'text': 'trying to do', 'start': 250.64, 'duration': 2.4}
{'text': 'okay [\xa0__\xa0] you [\xa0__\xa0] i know blah', 'start': 251.28, 'duration': 3.519}
{'text': "blah blah right um there's", 'start': 253.04, 'duration': 3.84}
{'text': 'there needs to be a deliberance like you', 'start': 254.799, 'duration': 3.041}
{'text': 'are actually', 'start': 256.88, 'duration': 3.28}
{'text': 'trying to achieve or affect a certain', 'start': 257.84, 'duration': 3.919}
{'text': 'end um in order to', 'start': 260.16, 'duration': 4.0}
{'text': 'either be resistant towards something or', 'start': 261.759, 'duration': 4.16}
{'text': 'um to be aware of something and not let', 'start': 264.16, 'duration': 2.479}
{'text': 'it affect you', 'start': 265.919, 'duration': 3.921}
{'text': "just knowing about it isn't enough", 'start': 266.639, 'duration': 3.201}
{'text': 'with that being said knowing these', 'start': 270.16, 'duration': 3.68}
{'text': 'tactics can still give an individual', 'start': 271.919, 'duration': 5.041}
{'text': "um hold on it's like how military are", 'start': 273.84, 'duration': 4.56}
{'text': "prepared for torture right they don't", 'start': 276.96, 'duration': 2.799}
{'text': 'teach you how to be immune they just', 'start': 278.4, 'duration': 2.48}
{'text': 'teach you to resist for as long as', 'start': 279.759, 'duration': 1.841}
{'text': 'possible', 'start': 280.88, 'duration': 2.96}
{'text': "my understanding i don't know how many", 'start': 281.6, 'duration': 4.24}
{'text': 'special forces people we have in chat', 'start': 283.84, 'duration': 4.0}
{'text': 'my understanding is that all of the', 'start': 285.84, 'duration': 3.2}
{'text': 'ideas behind like well', 'start': 287.84, 'duration': 2.96}
{'text': 'how you do resist torture like the', 'start': 289.04, 'duration': 3.12}
{'text': 'information you give and blah blah blah', 'start': 290.8, 'duration': 4.16}
{'text': 'that all of that is not true i think my', 'start': 292.16, 'duration': 4.24}
{'text': 'understanding is that in the military if', 'start': 294.96, 'duration': 2.959}
{'text': "you're captured they just consider all", 'start': 296.4, 'duration': 3.12}
{'text': 'the information compromised', 'start': 297.919, 'duration': 3.12}
{'text': "that's that's my understanding they", 'start': 299.52, 'duration': 2.64}
{'text': "don't expect that like you're going to", 'start': 301.039, 'duration': 2.241}
{'text': 'be some [\xa0__\xa0]', 'start': 302.16, 'duration': 3.28}
{'text': 'secret agent like that can resist blah', 'start': 303.28, 'duration': 3.44}
{'text': 'blah or whatever that like basically', 'start': 305.44, 'duration': 2.24}
{'text': "once you're captured whatever", 'start': 306.72, 'duration': 2.319}
{'text': 'information you have is just considered', 'start': 307.68, 'duration': 4.48}
{'text': 'like compromised and then they', 'start': 309.039, 'duration': 3.121}
{'text': 'vigil some form of advantage with', 'start': 312.639, 'duration': 4.0}
{'text': 'regards to awareness the investigators', 'start': 314.4, 'duration': 4.0}
{'text': 'knew that their initial confrontation', 'start': 316.639, 'duration': 3.84}
{'text': 'with lazarus could in no way resemble a', 'start': 318.4, 'duration': 3.519}
{'text': 'traditional interrogation', 'start': 320.479, 'duration': 3.601}
{'text': 'nor be officially classified as one and', 'start': 321.919, 'duration': 3.761}
{'text': 'there were two reasons for this', 'start': 324.08, 'duration': 3.36}
{'text': 'the first was that stephanie would be', 'start': 325.68, 'duration': 3.28}
{'text': 'wise to the fact that her best', 'start': 327.44, 'duration': 3.52}
{'text': 'option would be to request legal counsel', 'start': 328.96, 'duration': 3.84}
{'text': 'right away and end the procedure', 'start': 330.96, 'duration': 3.36}
{'text': 'immediately the second was that', 'start': 332.8, 'duration': 3.28}
{'text': 'stephanie was not about to be read her', 'start': 334.32, 'duration': 3.599}
{'text': 'miranda rights before being asked', 'start': 336.08, 'duration': 3.76}
{'text': 'questions related to the investigation', 'start': 337.919, 'duration': 3.681}
{'text': 'a defense team could easily make', 'start': 339.84, 'duration': 4.0}
{'text': 'anything she divulges inadmissible in', 'start': 341.6, 'duration': 2.64}
{'text': 'court', 'start': 343.84, 'duration': 2.0}
{'text': 'yet this was classed as a simple', 'start': 344.24, 'duration': 3.6}
{'text': 'discussion between two parties and the', 'start': 345.84, 'duration': 3.68}
{'text': 'footage that was captured on a hidden', 'start': 347.84, 'duration': 3.359}
{'text': 'camera was able to be submitted as', 'start': 349.52, 'duration': 2.56}
{'text': 'evidence under', 'start': 351.199, 'duration': 2.72}
{'text': 'surveillance footage rather than', 'start': 352.08, 'duration': 3.44}
{'text': 'interrogation footage', 'start': 353.919, 'duration': 3.12}
{'text': 'um wicked supreme says leadership might', 'start': 355.52, 'duration': 2.799}
{'text': 'consider the info compromise but they', 'start': 357.039, 'duration': 2.521}
{'text': 'also trained hold out in', 'start': 358.319, 'duration': 3.841}
{'text': 'c-e-r-e training destiny my adrenaline', 'start': 359.56, 'duration': 3.72}
{'text': "is this doesn't correct in fact they", 'start': 362.16, 'duration': 2.24}
{'text': 'offer waterboarding and training to', 'start': 363.28, 'duration': 2.8}
{'text': 'prove you will only resist for so long', 'start': 364.4, 'duration': 5.359}
{'text': 'okay detectives created a ruse', 'start': 366.08, 'duration': 5.76}
{'text': 'inviting stephanie to come in and advise', 'start': 369.759, 'duration': 4.241}
{'text': 'them on a case involving stolen art', 'start': 371.84, 'duration': 3.52}
{'text': 'knowing they were dealing with one of', 'start': 374.0, 'duration': 3.039}
{'text': 'their own they rehearsed and prepared', 'start': 375.36, 'duration': 3.2}
{'text': 'for the interview more than anything', 'start': 377.039, 'duration': 3.201}
{'text': 'they had done before their plan of', 'start': 378.56, 'duration': 3.68}
{'text': 'attack was to keep the conversation as', 'start': 380.24, 'duration': 4.079}
{'text': 'casual as possible for as long as', 'start': 382.24, 'duration': 2.64}
{'text': 'possible', 'start': 384.319, 'duration': 2.401}
{'text': 'and carefully waited for the key moments', 'start': 384.88, 'duration': 3.759}
{'text': 'to initiate the confrontation', 'start': 386.72, 'duration': 3.199}
{'text': "i don't want to talk about this in the", 'start': 388.639, 'duration': 2.721}
{'text': "squadron because i don't know who people", 'start': 389.919, 'duration': 2.241}
{'text': 'are listening', 'start': 391.36, 'duration': 2.88}
{'text': "and if we go to my side everybody's", 'start': 392.16, 'duration': 3.12}
{'text': 'always wondering what everybody else is', 'start': 394.24, 'duration': 2.239}
{'text': 'here', 'start': 395.28, 'duration': 3.12}
{'text': 'the first thing the detectives do is set', 'start': 396.479, 'duration': 3.84}
{'text': 'up a compatible tone with a suspect', 'start': 398.4, 'duration': 3.44}
{'text': 'she has just stepped foot inside an', 'start': 400.319, 'duration': 3.44}
{'text': 'interrogation room and the detectives', 'start': 401.84, 'duration': 3.919}
{'text': 'negate the negative implications of such', 'start': 403.759, 'duration': 3.361}
{'text': 'an environment through a friendly', 'start': 405.759, 'duration': 2.241}
{'text': 'disposition', 'start': 407.12, 'duration': 3.12}
{'text': 'consultative meetings such as seeking', 'start': 408.0, 'duration': 4.4}
{'text': 'advice over an art theft can take place', 'start': 410.24, 'duration': 4.079}
{'text': 'anywhere and the last place detectives', 'start': 412.4, 'duration': 3.519}
{'text': 'would choose to spend more time', 'start': 414.319, 'duration': 3.521}
{'text': 'in would be an interrogation room the', 'start': 415.919, 'duration': 3.84}
{'text': 'reason they give the suspect for meeting', 'start': 417.84, 'duration': 3.6}
{'text': 'in such an unusual location', 'start': 419.759, 'duration': 4.16}
{'text': 'is to not spread rumors or innuendo yet', 'start': 421.44, 'duration': 4.0}
{'text': 'the real reason is that all', 'start': 423.919, 'duration': 3.521}
{'text': 'firearms have to be checked in before', 'start': 425.44, 'duration': 3.68}
{'text': 'entering the area and they needed the', 'start': 427.44, 'duration': 3.52}
{'text': 'suspect to give up her gun without', 'start': 429.12, 'duration': 3.28}
{'text': 'alerting suspicion', 'start': 430.96, 'duration': 3.519}
{'text': "but uh like we're talking about being", 'start': 432.4, 'duration': 3.84}
{'text': "business that we've been assigned a case", 'start': 434.479, 'duration': 2.801}
{'text': "that we've been looking at", 'start': 436.24, 'duration': 3.04}
{'text': "okay it's a new case and reviewing the", 'start': 437.28, 'duration': 4.08}
{'text': "case there's some notes", 'start': 439.28, 'duration': 4.319}
{'text': 'to see as far as your name being', 'start': 441.36, 'duration': 4.72}
{'text': 'mentioned oh okay do you know john rutin', 'start': 443.599, 'duration': 4.641}
{'text': 'try and imagine for one moment that you', 'start': 446.08, 'duration': 4.0}
{'text': 'savagely murdered a love rival in a', 'start': 448.24, 'duration': 2.88}
{'text': 'jealous rage', 'start': 450.08, 'duration': 2.88}
{'text': 'over two decades had passed since the', 'start': 451.12, 'duration': 3.68}
{'text': "act then all of a sudden you're brought", 'start': 452.96, 'duration': 3.76}
{'text': 'to an interrogation room and sat', 'start': 454.8, 'duration': 3.6}
{'text': 'directly opposite two senior', 'start': 456.72, 'duration': 3.44}
{'text': 'investigators who bring up the name of', 'start': 458.4, 'duration': 3.28}
{'text': 'the man you committed first-degree', 'start': 460.16, 'duration': 5.599}
{'text': 'homicide for john', 'start': 461.68, 'duration': 7.359}
{'text': 'john rutten the investigators already', 'start': 465.759, 'duration': 4.16}
{'text': 'knew how to say', 'start': 469.039, 'duration': 2.56}
{'text': "john rutten's name correctly the", 'start': 469.919, 'duration': 3.84}
{'text': 'mispronunciation was a simple strategy', 'start': 471.599, 'duration': 3.921}
{'text': 'to see how the suspect would react', 'start': 473.759, 'duration': 3.84}
{'text': 'setting aside the element of the murder', 'start': 475.52, 'duration': 4.0}
{'text': 'john rutten was the second longest', 'start': 477.599, 'duration': 2.641}
{'text': 'relationship', 'start': 479.52, 'duration': 2.799}
{'text': "in stephanie's life and a psychiatrist", 'start': 480.24, 'duration': 4.16}
{'text': 'later stated that this pause was four', 'start': 482.319, 'duration': 3.761}
{'text': 'times as long as it should have been she', 'start': 484.4, 'duration': 3.76}
{'text': 'was already being deceptive by acting as', 'start': 486.08, 'duration': 3.6}
{'text': "if she hadn't thought about that name", 'start': 488.16, 'duration': 2.879}
{'text': 'for so long', 'start': 489.68, 'duration': 3.84}
{'text': "something this is we're gonna everybody", 'start': 491.039, 'duration': 4.16}
{'text': "fedora's out", 'start': 493.52, 'duration': 3.6}
{'text': 'tip tip tippity tip tip everybody get', 'start': 495.199, 'duration': 3.761}
{'text': 'your fedoras out okay', 'start': 497.12, 'duration': 4.24}
{'text': 'something that they do really well in', 'start': 498.96, 'duration': 3.12}
{'text': 'death note', 'start': 501.36, 'duration': 3.04}
{'text': 'in my opinion the writing in that show', 'start': 502.08, 'duration': 3.04}
{'text': 'between l', 'start': 504.4, 'duration': 3.199}
{'text': 'and light shows how two intelligent', 'start': 505.12, 'duration': 3.68}
{'text': 'people would lie', 'start': 507.599, 'duration': 4.0}
{'text': 'and not lie to each other and i like the', 'start': 508.8, 'duration': 4.96}
{'text': 'deliberation that goes on in', 'start': 511.599, 'duration': 4.56}
{'text': "light's head when he realizes that l is", 'start': 513.76, 'duration': 3.519}
{'text': 'trying to trap him', 'start': 516.159, 'duration': 2.721}
{'text': 'but he has to give a certain answer a', 'start': 517.279, 'duration': 3.921}
{'text': 'certain way because to not do so', 'start': 518.88, 'duration': 5.2}
{'text': 'would just be so unbelievably stupid', 'start': 521.2, 'duration': 3.68}
{'text': 'where', 'start': 524.08, 'duration': 2.48}
{'text': 'um i think there are multiple times in', 'start': 524.88, 'duration': 3.04}
{'text': 'that show where', 'start': 526.56, 'duration': 3.68}
{'text': 'l asks him like what do you think about', 'start': 527.92, 'duration': 3.039}
{'text': 'this here', 'start': 530.24, 'duration': 3.92}
{'text': 'from um what do you think about um kira', 'start': 530.959, 'duration': 4.241}
{'text': 'doing this', 'start': 534.16, 'duration': 3.84}
{'text': "and it's tempting for light to just be a", 'start': 535.2, 'duration': 4.56}
{'text': '[\xa0__\xa0] and be like uh uh', 'start': 538.0, 'duration': 3.76}
{'text': "i don't know would you mind submitting", 'start': 539.76, 'duration': 3.519}
{'text': 'yourself to a test of your deductive', 'start': 541.76, 'duration': 2.56}
{'text': 'reasoning skills', 'start': 543.279, 'duration': 4.081}
{'text': 'sure why not sounds like fun', 'start': 544.32, 'duration': 5.44}
{'text': 'all right then we can begin by taking a', 'start': 547.36, 'duration': 4.96}
{'text': 'look at these', 'start': 549.76, 'duration': 2.56}
{'text': 'photographs of three notes written by', 'start': 552.48, 'duration': 3.68}
{'text': "prison inmates while under kira's", 'start': 554.48, 'duration': 3.52}
{'text': 'control just prior to their deaths', 'start': 556.16, 'duration': 3.28}
{'text': 'none of this information has been made', 'start': 558.0, 'duration': 4.24}
{'text': 'public you can take as long as you want', 'start': 559.44, 'duration': 4.32}
{'text': 'to look them over please let me know', 'start': 562.24, 'duration': 2.28}
{'text': 'what you think', 'start': 563.76, 'duration': 2.88}
{'text': '[Music]', 'start': 564.52, 'duration': 5.48}
{'text': "very interesting come on this is child's", 'start': 566.64, 'duration': 3.84}
{'text': 'play', 'start': 570.0, 'duration': 1.92}
{'text': "there's a print number on the back of", 'start': 570.48, 'duration': 4.16}
{'text': 'each of these photographs', 'start': 571.92, 'duration': 4.56}
{'text': 'if i ignored this fact and was still', 'start': 574.64, 'duration': 3.199}
{'text': 'able to come up with the phrase', 'start': 576.48, 'duration': 4.16}
{'text': 'l do you know gods of death love apples', 'start': 577.839, 'duration': 4.321}
{'text': 'what would that mean', 'start': 580.64, 'duration': 3.199}
{'text': 'clearly if i read it the way kira', 'start': 582.16, 'duration': 3.28}
{'text': 'intended on my first attempt', 'start': 583.839, 'duration': 3.761}
{'text': "i'd only look more suspicious but the", 'start': 585.44, 'duration': 3.76}
{'text': "fact that i'm able to solve this silly", 'start': 587.6, 'duration': 2.4}
{'text': "code isn't enough", 'start': 589.2, 'duration': 4.24}
{'text': "on its own to prove that i'm kira", 'start': 590.0, 'duration': 5.12}
{'text': 'it would be quite amazing to learn that', 'start': 593.44, 'duration': 3.44}
{'text': 'not only could kira kill others but', 'start': 595.12, 'duration': 4.32}
{'text': "could also control his victim's actions", 'start': 596.88, 'duration': 4.16}
{'text': 'i think kiara wrote these and it seems', 'start': 599.44, 'duration': 3.44}
{'text': "he's encoded a message for you as well", 'start': 601.04, 'duration': 4.56}
{'text': "almost as if he's mocking you if you", 'start': 602.88, 'duration': 4.48}
{'text': 'line these notes up side by side and', 'start': 605.6, 'duration': 3.359}
{'text': 'take a look at the first letter of every', 'start': 607.36, 'duration': 3.28}
{'text': 'line it reveals a message', 'start': 608.959, 'duration': 6.081}
{'text': 'rearranging it like this gives you', 'start': 610.64, 'duration': 9.52}
{'text': 'el do you know gods of death love apples', 'start': 615.04, 'duration': 6.72}
{'text': 'but there are obvious print numbers on', 'start': 620.16, 'duration': 3.6}
{'text': 'the back of all these photographs', 'start': 621.76, 'duration': 5.44}
{'text': 'arrange it in that order we get l', 'start': 623.76, 'duration': 8.24}
{'text': 'do you know love apples gods of death', 'start': 627.2, 'duration': 6.879}
{'text': "doesn't sound right and based on that", 'start': 632.0, 'duration': 3.279}
{'text': "it's hard to believe that kiddo would", 'start': 634.079, 'duration': 3.281}
{'text': 'have wanted you to read it this way', 'start': 635.279, 'duration': 6.081}
{'text': "that's incorrect the thing is there were", 'start': 637.36, 'duration': 5.919}
{'text': 'actually four photographs', 'start': 641.36, 'duration': 5.2}
{'text': 'when we add this one it reads', 'start': 643.279, 'duration': 6.081}
{'text': 'el do you know gods of death who love', 'start': 646.56, 'duration': 5.44}
{'text': 'apples have red hands', 'start': 649.36, 'duration': 5.12}
{'text': "it's a fake i never made any criminal", 'start': 652.0, 'duration': 4.48}
{'text': 'write the letter in this fourth picture', 'start': 654.48, 'duration': 5.359}
{'text': 'is he stupid but seeing as i only had', 'start': 656.48, 'duration': 4.72}
{'text': 'three photographs to work with my', 'start': 659.839, 'duration': 2.801}
{'text': 'deduction was perfect', 'start': 661.2, 'duration': 4.24}
{'text': "no it wasn't the truth is there were", 'start': 662.64, 'duration': 3.6}
{'text': 'four of them', 'start': 665.44, 'duration': 2.48}
{'text': "if you'd figured that out it would have", 'start': 666.24, 'duration': 3.36}
{'text': 'been perfect', 'start': 667.92, 'duration': 3.359}
{'text': 'even though you knew the message was', 'start': 669.6, 'duration': 3.52}
{'text': 'incomplete you decided that there were', 'start': 671.279, 'duration': 3.521}
{'text': 'only three notes', 'start': 673.12, 'duration': 3.12}
{'text': 'you never even considered that there', 'start': 674.8, 'duration': 3.36}
{'text': 'might be a fourth what do you make of', 'start': 676.24, 'duration': 3.039}
{'text': 'that', 'start': 678.16, 'duration': 3.84}
{'text': 'but he is also intelligent and deductive', 'start': 679.279, 'duration': 3.281}
{'text': "and he's", 'start': 682.0, 'duration': 2.959}
{'text': 'going to have to like deduce the correct', 'start': 682.56, 'duration': 3.04}
{'text': 'answer', 'start': 684.959, 'duration': 2.161}
{'text': 'and that kind of makes him look guilty', 'start': 685.6, 'duration': 3.12}
{'text': "but it also doesn't it would make him", 'start': 687.12, 'duration': 2.959}
{'text': 'look more guilty to get right right', 'start': 688.72, 'duration': 3.28}
{'text': "so when somebody's like here like do you", 'start': 690.079, 'duration': 3.44}
{'text': 'remember this guy', 'start': 692.0, 'duration': 3.519}
{'text': 'that you um what dated or had a', 'start': 693.519, 'duration': 3.041}
{'text': 'relationship with for like', 'start': 695.519, 'duration': 4.641}
{'text': 'like um do i remember that guy uh um', 'start': 696.56, 'duration': 6.719}
